2.711797301354479939e-01,1.444559501185586070e-01,8.082093272128049177e-02,8.859040950670749037e-02,-4.873525894342851106e-01,3.992581437154352764e-01,3.621217360536708729e-01
-5.210578198171859077e-01,-1.778976927167199573e-01,1.630251501935260361e-01,2.195046975826565605e-01,-2.782057129271952034e-01,3.218822057489232891e-01,1.144117863614169950e-01
4.318588682189244965e-01,-1.764135501740515533e-01,-1.178314822562293029e-02,3.771154752809056654e-01,1.237473859590233205e-01,-4.626275442774056001e-01,-1.034526560405884393e-01
-1.729150730837532290e-02,4.032029753873871969e-01,3.383348847931499925e-01,6.055192136929423707e-01,-3.538902404600136054e-02,2.857620525071501438e-01,-6.855373893703601285e-01
-3.031420187299672664e-01,-2.910471899836408749e-02,6.145305659761168826e-02,2.197418115317981702e-01,-2.034202457312150880e-01,1.722259931442307879e-01,-2.996146969224147139e-01
1.784979462384179982e-02,-1.802267696811588327e-01,4.397710771766237814e-01,2.580135297048377074e-01,-3.183008433127354486e-01,3.617172567410756878e-01,-3.134038265763997022e-01
4.458570939239012709e-01,-4.726132382621544004e-01,-4.137020955459871918e-01,4.147350677338847991e-01,1.217655036381061207e-01,7.028315534919760132e-02,-2.013531148440154128e-01
-9.487031471108832437e-02,3.980716707014784750e-01,-1.204056213468879255e-01,1.428286779259916317e-01,-3.432406348830133735e-01,-1.961214160959187935e-01,2.648180877718900317e-01
3.349787924540786332e-01,8.782482489041612550e-02,-4.001688599270532554e-01,-2.910837380027730958e-03,3.785550085692481748e-01,3.375679390380350586e-01,-1.363916147835675940e-01,2.970608579507961755e-01,-9.243947899694174297e-02
3.763301265851484723e-01,4.857280999681953815e-01,-7.186201035567042761e-02,5.364395879456494987e-01,-2.635852760630382208e-01,2.852824751356730082e-01,-2.789117546414457416e-01,6.055990915668777591e-02,6.824968302843195667e-02
-4.466077861862161602e-01,3.505124412245610444e-01,7.358199455723878069e-02,-1.172182459559209938e-01,4.946222544801017751e-01,-4.255555810441934150e-02,9.331908139175450201e-02,-4.233991880700023192e-01,-2.164807484822706130e-01
